@relation paraphrase

@attribute correlation_distance numeric
@attribute hamming_distance numeric
@attribute cosine_distance numeric
@attribute matching_coefficient_pablo  numeric
@attribute containment_distance numeric
@attribute minkowski_distance numeric
@attribute match_rating_comparison {True, False}
@attribute smith_waterman_distance numeric
@attribute chebyshev_distance numeric
@attribute jaro_winkler_distance numeric
@attribute dice_distance numeric
@attribute russellrao_distance numeric
@attribute manhattan_distance numeric
@attribute damerau_levenshtein_distance numeric
@attribute needleman_wunsch_similarity numeric
@attribute yule_distance numeric
@attribute braycurtis_distance numeric
@attribute dice_coefficient numeric
@attribute interval_distance numeric
@attribute binary_distance numeric
@attribute seuclidean_distance numeric
@attribute rogerstanimoto_distance numeric
@attribute sokalsneath_distance numeric
@attribute sqeuclidean_distance numeric
@attribute mahalanobis_distance numeric
@attribute needleman_wunsch_distance numeric
@attribute token_containment_distance numeric
@attribute overlap_distance numeric
@attribute token_hamming_distance numeric
@attribute kulsinski_distance numeric
@attribute masi_distance numeric
@attribute matching_distance numeric
@attribute edit_similarity numeric
@attribute sokalmichener_distance numeric
@attribute matching_coefficient numeric
@attribute jaccard_distance numeric
@attribute levenshtein_distance numeric
@attribute lcs_similarity numeric
@attribute euclidean_distance numeric
@attribute jaro_distance numeric
@attribute canberra_distance numeric
@attribute lcs_distance numeric
@attribute class {yes, no}

@data
1.1543742591787656, 308, 0.636483163843569, 0.36585365853658536, 0.5869565217391305, 58.0, True, 19.0, 3.0, 0.5826887359890921, 0.5277777777777778, 0.6851851851851852, 58.0, 246, 2.2517162471395884, 2.1942857142857144, 0.8055555555555556, 0.2222222222222222, 361.0, 0.0, 0.0, 0.8260869565217391, 0.8172043010752689, 74.0, 52.32590180780452, 492.0, 0.3181818181818182, 0.3181818181818182, 0.9444444444444444, 0.8152173913043478, 0.95875, 0.7037037037037037, 0.21656050955414008, 0.8260869565217391, 56.0, 0.875, 246, 0.32951945080091527, 8.602325267042627, 0.5826887359890921, 49.095238095238095, 72, no
1.0089502033851945, 289, 0.6146626822057738, 0.41025641025641024, 0.6630434782608695, 59.0, True, 45.0, 5.0, 0.6065127476046553, 0.4246575342465753, 0.6111111111111112, 59.0, 225, 2.1176470588235294, 1.16, 0.8082191780821918, 0.19672131147540983, 289.0, 0.0, 0.0, 0.7294117647058823, 0.7469879518072289, 95.0, 67.17514421272202, 450.0, 0.2727272727272727, 0.2727272727272727, 0.9259259259259259, 0.7529411764705882, 0.964, 0.5740740740740741, 0.2549668874172185, 0.7294117647058823, 55.0, 0.8909090909090909, 225, 0.38117647058823523, 9.746794344808963, 0.6065127476046553, 49.55555555555556, 81, no
1.1243795067967086, 412, 0.6496765778812518, 0.7358490566037735, 0.6149425287356322, 97.0, True, 40.0, 4.0, 0.7569173923306244, 0.4015748031496063, 0.5681818181818182, 97.0, 325, 1.566265060240964, 2.1254125412541254, 0.7637795275590551, 0.2692307692307692, 4.0, 0.0, 0.0, 0.7338129496402878, 0.7285714285714285, 141.0, 99.7020561473032, 650.0, 0.2641509433962264, 0.27450980392156865, 0.9318181818181818, 0.7266187050359713, 0.9486666666666667, 0.5795454545454546, 0.2713004484304933, 0.7338129496402878, 90.0, 0.8444444444444444, 325, 0.4289156626506024, 11.874342087037917, 0.7569173923306244, 78.46666666666667, 178, no
1.4168353227678416, 443, 0.7929130852675348, 0.8148148148148148, 0.6602564102564102, 117.0, True, 24.0, 5.0, 0.7124589404855878, 0.674074074074074, 0.7684210526315789, 117.0, 348, 1.665871121718377, 2.5136186770428015, 0.8666666666666667, 0.18691588785046728, 1.0, 0.0, 0.0, 0.978494623655914, 0.8921568627450981, 193.0, 136.47160876900367, 698.0, 0.18518518518518517, 0.18867924528301888, 0.9578947368421052, 0.8817204301075269, 0.965979381443299, 0.9578947368421052, 0.26834381551362685, 0.978494623655914, 97.0, 0.8969072164948454, 349, 0.41050119331742246, 13.892443989449804, 0.7124589404855878, 89.04761904761904, 172, no
1.1711373766404247, 672, 0.6997416667022389, 0.6, 0.7024390243902439, 151.0, True, 50.0, 6.0, 0.7117807712718863, 0.4708994708994709, 0.6183206106870229, 151.0, 506, 1.6908939014202173, 2.561797752808989, 0.798941798941799, 0.24516129032258063, 225.0, 0.0, 0.0, 0.8090909090909091, 0.7807017543859649, 253.0, 178.89801564019652, 1012.0, 0.2714285714285714, 0.2714285714285714, 0.9312977099236641, 0.7727272727272727, 0.9538970588235294, 0.6793893129770993, 0.27089337175792505, 0.8090909090909091, 136.0, 0.8602941176470589, 506, 0.38763575605680867, 15.905973720586866, 0.7117807712718863, 118.35, 232, no
0.7113255902592528, 681, 0.49850701369709594, 0.4666666666666667, 0.6643835616438356, 123.0, True, 40.0, 3.0, 0.6573776114602682, -0.12258064516129032, 0.17142857142857143, 123.0, 526, 2.023032629558541, -0.09775171065493646, 0.7935483870967742, 0.13559322033898305, 1024.0, 0.0, 0.0, -0.4418604651162791, -0.7755102040816326, 173.0, 122.32947314527271, 1054.0, 0.18604651162790697, 0.18604651162790697, 0.9714285714285714, -0.011627906976744186, 0.976, -0.18095238095238095, 0.24821683309557774, -0.4418604651162791, 110.0, 0.9272727272727272, 527, 0.3800383877159309, 13.152946437965905, 0.6573776114602682, 99.33076923076922, 198, no
1.0699413803010038, 430, 0.6287256923394482, 0.7, 0.6323529411764706, 106.0, True, 38.0, 7.0, 0.7364213481319299, 0.22535211267605634, 0.32098765432098764, 106.0, 320, 1.6377551020408163, -1.793103448275862, 0.7464788732394366, 0.2828282828282828, 1.0, 0.0, 0.0, 0.5663716814159292, 0.5378151260504201, 216.0, 152.73506473629428, 642.0, 0.2857142857142857, 0.2857142857142857, 0.9382716049382716, 0.5132743362831859, 0.9456470588235294, 0.3950617283950617, 0.29450549450549446, 0.5663716814159292, 85.0, 0.8352941176470589, 321, 0.43367346938775514, 14.696938456699069, 0.7071348312576999, 71.31255411255411, 170, no
1.2362642523218483, 332, 0.6922592016139002, 0.6458333333333334, 0.6544117647058824, 83.0, True, 52.0, 4.0, 0.7682959664474707, 0.514018691588785, 0.6623376623376623, 83.0, 260, 1.4900849858356937, 2.32, 0.7757009345794392, 0.26373626373626374, 25.0, 0.0, 0.0, 0.8333333333333334, 0.8088235294117647, 117.0, 82.73149339882606, 526.0, 0.27906976744186046, 0.27906976744186046, 0.935064935064935, 0.803030303030303, 0.949873417721519, 0.7142857142857143, 0.2612359550561798, 0.8333333333333334, 79.0, 0.8481012658227848, 263, 0.45609065155807366, 10.816653826391969, 0.7682959664474707, 68.73333333333333, 161, no
1.2070564023441979, 263, 0.7068236350720254, 0.8055555555555556, 0.4788732394366197, 57.0, True, 44.0, 5.0, 0.7565371735734537, 0.4794520547945205, 0.62, 57.0, 207, 1.5199999999999998, 2.697247706422018, 0.7808219178082192, 0.23728813559322035, 169.0, 0.0, 0.0, 0.8235294117647058, 0.7865168539325843, 93.0, 65.76093065034893, 418.0, 0.19444444444444445, 0.30434782608695654, 0.96, 0.7764705882352941, 0.9555769230769231, 0.7, 0.29391891891891897, 0.8235294117647058, 52.0, 0.8653846153846154, 209, 0.46909090909090906, 9.643650760992955, 0.7565371735734537, 45.5, 129, no
1.3215525063436155, 389, 0.7137494210671462, 0.5714285714285714, 0.6666666666666666, 91.0, True, 38.0, 4.0, 0.7177554181783953, 0.5702479338842975, 0.6941176470588235, 91.0, 287, 1.6399999999999997, 2.6341463414634148, 0.7520661157024794, 0.2912621359223301, 81.0, 0.0, 0.0, 0.8961038961038961, 0.8414634146341463, 139.0, 98.2878425849301, 574.0, 0.3191489361702128, 0.3191489361702128, 0.8823529411764706, 0.8311688311688312, 0.94375, 0.8117647058823529, 0.30000000000000004, 0.8961038961038961, 88.0, 0.8295454545454546, 287, 0.4228571428571429, 11.789826122551595, 0.7177554181783953, 73.5, 148, no
1.129319384405215, 382, 0.6282320856854089, 0.5, 0.6474820143884892, 83.0, True, 47.0, 4.0, 0.7132918325389586, 0.39823008849557523, 0.5526315789473685, 83.0, 284, 1.6182336182336181, 2.693877551020408, 0.7345132743362832, 0.2857142857142857, 169.0, 0.0, 0.0, 0.743801652892562, 0.7258064516129032, 123.0, 86.97413408594535, 568.0, 0.3333333333333333, 0.3333333333333333, 0.9078947368421053, 0.71900826446281, 0.945, 0.5921052631578947, 0.29702970297029707, 0.743801652892562, 78.0, 0.8333333333333334, 284, 0.4444444444444445, 11.090536506409418, 0.7132918325389586, 65.67619047619047, 156, no
1.5155241706861888, 301, 0.7794117647058824, 0.5185185185185185, 0.60431654676259, 84.0, True, 28.0, 3.0, 0.7212710042916012, 0.7058823529411765, 0.810126582278481, 84.0, 248, 1.5910543130990418, 2.208514335360556, 0.8235294117647058, 0.23655913978494625, 225.0, 0.0, 0.0, 0.9536423841059603, 0.9056603773584906, 106.0, 74.95331880577403, 498.0, 0.28205128205128205, 0.28205128205128205, 0.9493670886075949, 0.9006622516556292, 0.9557317073170731, 0.9113924050632911, 0.24085365853658536, 0.9536423841059603, 82.0, 0.8658536585365854, 249, 0.4121405750798722, 10.295630140987, 0.7212710042916012, 71.83333333333333, 129, no
1.046078440738877, 338, 0.6497361111338048, 0.6666666666666666, 0.6090225563909775, 95.0, True, 41.0, 4.0, 0.8437007056870071, 0.3391304347826087, 0.525, 95.0, 255, 1.5572519083969465, 1.518987341772152, 0.8260869565217391, 0.21052631578947367, 49.0, 0.0, 0.0, 0.6554621848739496, 0.6724137931034483, 141.0, 99.7020561473032, 510.0, 0.22727272727272727, 0.22727272727272727, 0.975, 0.680672268907563, 0.9611764705882353, 0.4875, 0.2975206611570248, 0.6554621848739496, 85.0, 0.8823529411764706, 255, 0.44274809160305334, 11.874342087037917, 0.7395011761450118, 74.73333333333333, 145, no
0.986613027639674, 370, 0.5912880543152004, 0.5555555555555556, 0.5966386554621849, 82.0, True, 46.0, 3.0, 0.700608943123716, 0.20754716981132076, 0.373134328358209, 82.0, 274, 1.6481203007518797, 0.7272727272727273, 0.7735849056603774, 0.22784810126582278, 121.0, 0.0, 0.0, 0.4943820224719101, 0.5116279069767442, 122.0, 86.2670273047588, 548.0, 0.2647058823529412, 0.2647058823529412, 0.9552238805970149, 0.5280898876404494, 0.9575714285714285, 0.3283582089552239, 0.29923273657289007, 0.4943820224719101, 70.0, 0.8714285714285714, 274, 0.4240601503759398, 11.045361017187261, 0.700608943123716, 61.199999999999996, 141, no
1.1851573669110618, 536, 0.7214687748958036, 0.8, 0.5508982035928144, 130.0, True, 32.0, 5.0, 0.6756469733284677, 0.4430379746835443, 0.5416666666666666, 130.0, 397, 1.8468677494199537, 16.53211009174312, 0.8227848101265823, 0.23423423423423423, 361.0, 0.0, 0.0, 0.8433734939759037, 0.7608695652173914, 244.0, 172.5340546095176, 796.0, 0.2, 0.2826086956521739, 0.96875, 0.7349397590361446, 0.9562244897959183, 0.7291666666666666, 0.2905525846702317, 0.8433734939759037, 98.0, 0.8673469387755102, 398, 0.419953596287703, 15.620499351813308, 0.6756469733284677, 88.67619047619048, 181, no
1.2164493520701407, 539, 0.7066264261901061, 0.7846153846153846, 0.6227544910179641, 134.0, True, 72.0, 5.0, 0.7438250453611479, 0.4819277108433735, 0.6055045871559633, 134.0, 400, 1.5825914935707222, 3.5012468827930174, 0.8072289156626506, 0.224, 25.0, 0.0, 0.0, 0.8465608465608465, 0.7881773399014779, 230.0, 162.63455967290594, 800.0, 0.2153846153846154, 0.23333333333333334, 0.9541284403669725, 0.7724867724867724, 0.9583783783783784, 0.7339449541284404, 0.28698752228163993, 0.8465608465608465, 111.0, 0.8738738738738738, 400, 0.44114737883283883, 15.165750888103101, 0.7438250453611479, 99.98095238095237, 223, no
1.0501139899689793, 292, 0.599177525597979, 0.6304347826086957, 0.6390977443609023, 79.0, True, 58.0, 4.0, 0.7852202258376715, 0.30275229357798167, 0.4794520547945205, 79.0, 227, 1.502471169686985, 1.560693641618497, 0.7247706422018348, 0.3333333333333333, 4.0, 0.0, 0.0, 0.6226415094339622, 0.6346153846153846, 115.0, 81.31727983645297, 456.0, 0.3409090909090909, 0.3409090909090909, 0.8767123287671232, 0.6415094339622641, 0.9339999999999999, 0.4520547945205479, 0.2761904761904762, 0.6226415094339622, 75.0, 0.8, 228, 0.4546952224052718, 10.723805294763608, 0.7852202258376715, 61.733333333333334, 138, no
1.2035669266829836, 254, 0.623314598249558, 0.6486486486486487, 0.6206896551724138, 60.0, True, 30.0, 3.0, 0.7216299239751652, 0.475, 0.6440677966101694, 60.0, 190, 1.6557734204793029, 2.0, 0.75, 0.3055555555555556, 4.0, 0.0, 0.0, 0.7835051546391752, 0.7835051546391752, 74.0, 52.32590180780452, 380.0, 0.3142857142857143, 0.3142857142857143, 0.9152542372881356, 0.7835051546391752, 0.9404918032786885, 0.6440677966101694, 0.2857142857142857, 0.7835051546391752, 61.0, 0.819672131147541, 190, 0.4270152505446623, 8.602325267042627, 0.7216299239751652, 51.599999999999994, 98, no
0.9711461489083157, 418, 0.5725250386620193, 0.7538461538461538, 0.5397727272727273, 100.0, True, 42.0, 4.0, 0.7150737211397146, 0.2318840579710145, 0.43010752688172044, 100.0, 316, 1.578027465667915, 0.7053435114503817, 0.7246376811594203, 0.2831858407079646, 289.0, 0.0, 0.0, 0.512, 0.5470085470085471, 142.0, 100.40916292848975, 632.0, 0.24615384615384617, 0.3333333333333333, 0.9139784946236559, 0.576, 0.9455670103092784, 0.34408602150537637, 0.28988764044943816, 0.512, 97.0, 0.8350515463917526, 316, 0.42446941323345816, 11.916375287812984, 0.7150737211397146, 81.2909090909091, 170, no
1.0981144456644492, 471, 0.6341473878074206, 0.7833333333333333, 0.5393939393939394, 111.0, True, 47.0, 4.0, 0.6955673840167881, 0.2827586206896552, 0.35, 111.0, 355, 1.832258064516129, 0.116991643454039, 0.7655172413793103, 0.26804123711340205, 529.0, 0.0, 0.0, 0.6776859504132231, 0.6119402985074627, 209.0, 147.78531726798843, 710.0, 0.21666666666666667, 0.35135135135135137, 0.9625, 0.5702479338842975, 0.9489285714285715, 0.5125, 0.27698574338085535, 0.6776859504132231, 84.0, 0.8452380952380952, 355, 0.407741935483871, 14.45683229480096, 0.6955673840167881, 71.69999999999999, 158, no
1.4456803289284448, 270, 0.7127865210482236, 0.5365853658536586, 0.6581196581196581, 60.0, True, 30.0, 2.0, 0.8177366630607946, 0.6410256410256411, 0.7704918032786885, 60.0, 201, 1.6591375770020533, 2.150537634408602, 0.7692307692307693, 0.25, 100.0, 0.0, 0.0, 0.9009009009009009, 0.8771929824561403, 70.0, 49.49747468305833, 404.0, 0.2903225806451613, 0.2903225806451613, 0.9016393442622951, 0.8738738738738738, 0.9528571428571428, 0.819672131147541, 0.28621908127208484, 0.9009009009009009, 63.0, 0.8571428571428571, 202, 0.4229979466119097, 8.366600265340756, 0.7396238043725637, 53.53333333333333, 103, no
1.4793971362772815, 277, 0.7738664915666773, 0.5217391304347826, 0.6410256410256411, 70.0, True, 32.0, 3.0, 0.7017659536368711, 0.7142857142857143, 0.8235294117647058, 70.0, 210, 1.6935483870967742, 2.1218274111675126, 0.8333333333333334, 0.18181818181818182, 225.0, 0.0, 0.0, 0.9375, 0.9090909090909091, 84.0, 59.39696961966999, 420.0, 0.22580645161290322, 0.22580645161290322, 0.9411764705882353, 0.90625, 0.967, 0.8823529411764706, 0.2808219178082192, 0.9375, 70.0, 0.9, 210, 0.4153225806451613, 9.16515138991168, 0.7017659536368711, 62.53333333333333, 103, no
1.123790758635433, 332, 0.6260011878259737, 0.8043478260869565, 0.5389221556886228, 82.0, True, 32.0, 3.0, 0.7463228068967339, 0.45098039215686275, 0.6410256410256411, 82.0, 271, 1.6276276276276276, 1.6416, 0.803921568627451, 0.1978021978021978, 1.0, 0.0, 0.0, 0.7419354838709677, 0.7666666666666667, 98.0, 69.29646455628166, 542.0, 0.1956521739130435, 0.2, 0.9615384615384616, 0.7741935483870968, 0.963780487804878, 0.5897435897435898, 0.22349570200573066, 0.7419354838709677, 82.0, 0.8902439024390244, 271, 0.4084084084084084, 9.899494936611665, 0.7463228068967339, 72.30952380952381, 136, no
1.1385000122240652, 479, 0.6910793367758767, 0.359375, 0.6460176991150443, 103.0, True, 27.0, 6.0, 0.6282027677784388, 0.504, 0.6265060240963856, 103.0, 383, 2.1547116736990155, 684.0, 0.824, 0.22448979591836735, 900.0, 0.0, 0.0, 0.863013698630137, 0.802547770700637, 181.0, 127.9863273947651, 766.0, 0.3235294117647059, 0.3235294117647059, 0.9759036144578314, 0.7876712328767124, 0.9582758620689655, 0.7590361445783133, 0.23552894211576847, 0.863013698630137, 87.0, 0.8735632183908046, 383, 0.35161744022503516, 13.45362404707371, 0.6282027677784388, 77.11666666666667, 125, no
1.2315842933279397, 537, 0.6682806369096663, 0.43636363636363634, 0.6666666666666666, 88.0, True, 32.0, 3.0, 0.6192381461354024, 0.5178571428571429, 0.6493506493506493, 88.0, 424, 2.2169934640522877, 3.2857142857142856, 0.7857142857142857, 0.2247191011235955, 441.0, 0.0, 0.0, 0.8592592592592593, 0.8111888111888111, 124.0, 87.68124086713189, 848.0, 0.29411764705882354, 0.29411764705882354, 0.948051948051948, 0.8, 0.9582278481012658, 0.7532467532467533, 0.2332730560578662, 0.8592592592592593, 79.0, 0.8734177215189873, 424, 0.3607843137254902, 11.135528725660043, 0.6192381461354024, 69.53333333333333, 138, no
1.446079180430098, 253, 0.7893439698939743, 0.8888888888888888, 0.5666666666666667, 72.0, True, 27.0, 2.0, 0.8209319367214105, 0.7073170731707317, 0.8153846153846154, 72.0, 201, 1.6257545271629779, 2.1536491677336747, 0.8780487804878049, 0.1111111111111111, 0.0, 0.0, 0.0, 0.943089430894309, 0.90625, 90.0, 63.63961030678928, 404.0, 0.1111111111111111, 0.1111111111111111, 0.9692307692307692, 0.9024390243902439, 0.9805882352941176, 0.8923076923076924, 0.2654545454545455, 0.943089430894309, 68.0, 0.9411764705882353, 202, 0.4024144869215292, 9.486832980505138, 0.7015532278690174, 62.33333333333333, 100, no
0.9153469619547994, 308, 0.5218376421064399, 0.391304347826087, 0.7207207207207207, 61.0, True, 26.0, 3.0, 0.6842076655290729, 0.23595505617977527, 0.45161290322580644, 61.0, 233, 1.7518796992481203, 0.2753623188405797, 0.6853932584269663, 0.33766233766233766, 225.0, 0.0, 0.0, 0.5060240963855421, 0.5526315789473685, 75.0, 53.033008588991066, 466.0, 0.41935483870967744, 0.41935483870967744, 0.8870967741935484, 0.5903614457831325, 0.93296875, 0.3387096774193548, 0.28963414634146345, 0.5060240963855421, 64.0, 0.796875, 233, 0.424812030075188, 8.660254037844387, 0.6842076655290729, 52.27777777777777, 113, no
0.9148287118780345, 404, 0.581842743301662, 0.3888888888888889, 0.6306306306306306, 89.0, True, 29.0, 4.0, 0.6387010343133775, 0.22123893805309736, 0.3888888888888889, 89.0, 319, 2.0221870047543584, 4.0, 0.7876106194690266, 0.23529411764705882, 529.0, 0.0, 0.0, 0.5154639175257731, 0.5319148936170213, 149.0, 105.35891039679558, 638.0, 0.3225806451612903, 0.3225806451612903, 0.9583333333333334, 0.5463917525773195, 0.956, 0.3472222222222222, 0.252927400468384, 0.5154639175257731, 75.0, 0.8666666666666667, 319, 0.39302694136291594, 12.206555615733702, 0.6387010343133775, 65.85757575757577, 124, no
1.3604785382072986, 330, 0.7111999248520122, 0.38, 0.6571428571428571, 76.0, True, 33.0, 4.0, 0.6730430262688327, 0.6382978723404256, 0.75, 76.0, 242, 1.8264150943396227, 2.723404255319149, 0.8085106382978723, 0.23076923076923078, 484.0, 0.0, 0.0, 0.9375, 0.8759124087591241, 104.0, 73.53910524340094, 484.0, 0.32142857142857145, 0.32142857142857145, 0.9705882352941176, 0.8671875, 0.9569565217391305, 0.8823529411764706, 0.29032258064516125, 0.9375, 69.0, 0.8695652173913043, 242, 0.4150943396226415, 10.198039027185569, 0.6730430262688327, 62.0, 110, no
